headlines,posted_time,tokens,labels,secondary_labels,kmeans_3_labels
"Clippers, Lakers return in high-stakes showdown",2020-07-30,"['clipper', 'lakers', 'return', 'highstakes', 'showdown']",0,0,0
Knicks coach Thibodeau: 'This is my dream job',2020-07-30,"['knicks', 'coach', 'thibodeau', 'dream', 'job']",0,0,0
How cooking helped top athletes deal with the pandemic,2020-07-30,"['cooking', 'helped', 'top', 'athlete', 'deal', 'pandemic']",0,1,0
"Bucks without Bledsoe, Connaughton for restart",2020-07-30,"['buck', 'without', 'bledsoe', 'connaughton', 'restart']",0,0,0
Is Thibodeau the right choice to coach the Knicks?,2020-07-30,"['thibodeau', 'right', 'choice', 'coach', 'knicks']",0,0,0
"Disney World and sports have a long history together, prior to coronavirus",2020-07-30,"['disney', 'world', 'sport', 'long', 'history', 'together', 'prior', 'coronavirus']",0,0,0
Clippers say team is built for bubble's uncertainty,2020-07-30,"['clipper', 'say', 'team', 'built', 'bubble', 'uncertainty']",0,0,0
Lakers' Davis (eye) says plan is to play vs. Clips,2020-07-30,"['lakers', 'davis', 'eye', 'say', 'plan', 'play', 'v', 'clip']",0,0,1
Zion a game-time decision for Pelicans' opener,2020-07-30,"['zion', 'gametime', 'decision', 'pelican', 'opener']",0,0,0
"Ex-Wizards, Caps co-owner Irene Pollin dies at 96",2020-07-29,"['exwizards', 'cap', 'coowner', 'irene', 'pollin', 'dy', '96']",0,0,0
Mavs: Report on assault investigation 'one-sided',2020-07-29,"['mavs', 'report', 'assault', 'investigation', 'onesided']",0,0,0
Nuggets talk to Porter about coronavirus theory,2020-07-29,"['nugget', 'talk', 'porter', 'coronavirus', 'theory']",0,0,0
"Spit, snot rockets and hand licking in sports: Navigating 'the perfect storm for coronavirus'",2020-07-29,"['spit', 'snot', 'rocket', 'hand', 'licking', 'sport', 'navigating', 'perfect', 'storm', 'coronavirus']",0,0,0
"Sources: Pelicans, Jazz talk united anthem protest",2020-07-29,"['source', 'pelican', 'jazz', 'talk', 'united', 'anthem', 'protest']",0,1,0
Sources: Rockets fear Gordon out up to 2 weeks,2020-07-29,"['source', 'rocket', 'fear', 'gordon', '2', 'week']",0,1,0
Source: Clippers' Harrell expected to miss opener,2020-07-29,"['source', 'clipper', 'harrell', 'expected', 'miss', 'opener']",0,0,0
Zion's return to court a welcome sight for Pelicans,2020-07-28,"['zion', 'return', 'court', 'welcome', 'sight', 'pelican']",0,0,0
Sources: Players in bubble eligible for ROY in '21,2020-07-28,"['source', 'player', 'bubble', 'eligible', 'roy', '21']",0,1,0
NBPA's Roberts: Might need bubble for 2020-21,2020-07-28,"['nbpas', 'robert', 'might', 'need', 'bubble', '202021']",0,0,0
Adebayo: Feels good to be back in Heat lineup,2020-07-28,"['adebayo', 'feel', 'good', 'back', 'heat', 'lineup']",0,0,0
Thunder's Noel sits scrimmage after missing test,2020-07-28,"['thunder', 'noel', 'sits', 'scrimmage', 'missing', 'test']",0,0,0
LeBron won't power down phone during playoffs,2020-07-28,"['lebron', 'wont', 'power', 'phone', 'playoff']",0,0,0
Davis could miss Lakers' opener with eye injury,2020-07-28,"['davis', 'could', 'miss', 'lakers', 'opener', 'eye', 'injury']",0,0,0
Pippen downplays Jordan rift after 'Last Dance',2020-07-28,"['pippen', 'downplays', 'jordan', 'rift', 'last', 'dance']",0,0,0
"Like Patrick Mahomes, these active athletes also became owners",2020-07-28,"['like', 'patrick', 'mahomes', 'active', 'athlete', 'also', 'became', 'owner']",0,0,0
"Eagles' new mural honors Kobe, his '10 Rules'",2020-07-28,"['eagle', 'new', 'mural', 'honor', 'kobe', '10', 'rule']",0,0,0
Magic upbeat with Isaac's return from knee injury,2020-07-27,"['magic', 'upbeat', 'isaac', 'return', 'knee', 'injury']",0,0,0
Pelicans expect Zion to join practice Wednesday,2020-07-27,"['pelican', 'expect', 'zion', 'join', 'practice', 'wednesday']",0,0,0
Kyrie commits $1.5M to pay WNBAers sitting out,2020-07-27,"['kyrie', 'commits', '15m', 'pay', 'wnbaers', 'sitting']",0,0,0
DStv to air two ESPN channels in Africa from July 29,2020-07-27,"['dstv', 'air', 'two', 'espn', 'channel', 'africa', 'july', '29']",0,0,0
Clips' Williams will serve 10-day quarantine,2020-07-27,"['clip', 'williams', 'serve', '10day', 'quarantine']",0,0,0
Raptors' VanVleet (knee) exits early; Gasol returns,2020-07-26,"['raptor', 'vanvleet', 'knee', 'exit', 'early', 'gasol', 'return']",0,0,0
"Beverley rejoins Clippers in bubble, sources say",2020-07-26,"['beverley', 'rejoins', 'clipper', 'bubble', 'source', 'say']",0,1,0
Lillard sits out scrimmage with inflamed foot,2020-07-26,"['lillard', 'sits', 'scrimmage', 'inflamed', 'foot']",0,0,0
"Celtics' Walker returns to action, plays 9 minutes",2020-07-26,"['celtic', 'walker', 'return', 'action', 'play', '9', 'minute']",0,0,0
Porzingis gets 1-day quarantine for missing test,2020-07-26,"['porzingis', 'get', '1day', 'quarantine', 'missing', 'test']",0,0,0
Embiid out of 76ers' scrimmage with calf issue,2020-07-26,"['embiid', '76ers', 'scrimmage', 'calf', 'issue']",0,0,0
Bucks' Connaughton off to bubble after isolation,2020-07-25,"['buck', 'connaughton', 'bubble', 'isolation']",0,0,0
Women's Basketball HOF to induct David Stern,2020-07-25,"['woman', 'basketball', 'hof', 'induct', 'david', 'stern']",0,0,0
"Sources: Knicks, Thibodeau finalizing 5-year deal",2020-07-25,"['source', 'knicks', 'thibodeau', 'finalizing', '5year', 'deal']",0,1,0
Thibodeau's challenge: Reverse the trend of Knicks coaching flops,2020-07-25,"['thibodeaus', 'challenge', 'reverse', 'trend', 'knicks', 'coaching', 'flop']",0,0,0
"Adebayo, Nunn join practice after testing positive",2020-07-25,"['adebayo', 'nunn', 'join', 'practice', 'testing', 'positive']",0,0,0
Source: Zion to rejoin Pels after quarantine Tues.,2020-07-25,"['source', 'zion', 'rejoin', 'pel', 'quarantine', 'tues']",0,0,0
From the archives: Inside the exclusive team dinners that have built the Spurs' dynasty,2020-07-25,"['archive', 'inside', 'exclusive', 'team', 'dinner', 'built', 'spur', 'dynasty']",0,0,0
Zion's attorneys ask judge to disregard affidavit,2020-07-24,"['zion', 'attorney', 'ask', 'judge', 'disregard', 'affidavit']",0,0,0
OKC's Roberson returns to standing O from team,2020-07-24,"['okcs', 'roberson', 'return', 'standing', 'team']",0,0,0
The injury to Sabonis and what's at stake for Indiana and the East,2020-07-24,"['injury', 'sabonis', 'whats', 'stake', 'indiana', 'east']",0,0,0
Brown: Simmons had 3-pointer 'paradigm shift',2020-07-24,"['brown', 'simmons', '3pointer', 'paradigm', 'shift']",0,0,0
Pacers' Sabonis leaving bubble to treat foot injury,2020-07-24,"['pacer', 'sabonis', 'leaving', 'bubble', 'treat', 'foot', 'injury']",0,0,0
Rockets' Rivers leaves bubble for family matter,2020-07-24,"['rocket', 'river', 'leaf', 'bubble', 'family', 'matter']",0,0,0
Bledsoe returns for first practice with Bucks,2020-07-24,"['bledsoe', 'return', 'first', 'practice', 'buck']",0,0,0
"LeBron: BLM 'a walk of life,' not just movement",2020-07-24,"['lebron', 'blm', 'walk', 'life', 'movement']",0,0,0
Williams latest Clippers player to leave campus,2020-07-24,"['williams', 'latest', 'clipper', 'player', 'leave', 'campus']",0,0,0
Kings' Barnes gets OK to fly to bubble; Fox ready,2020-07-24,"['king', 'barnes', 'get', 'ok', 'fly', 'bubble', 'fox', 'ready']",0,0,0
Chinese league to begin allowing fans at games,2020-07-24,"['chinese', 'league', 'begin', 'allowing', 'fan', 'game']",0,0,0
DOMINAYTON! Suns center's 3 means a new tattoo for a fan,2020-07-24,"['dominayton', 'sun', 'center', '3', 'mean', 'new', 'tattoo', 'fan']",0,0,0
Embiid's summer read: Late-game double-teams,2020-07-23,"['embiids', 'summer', 'read', 'lategame', 'doubleteams']",0,0,0
"Oladipo scrimmages, but no verdict on restart",2020-07-23,"['oladipo', 'scrimmage', 'verdict', 'restart']",0,0,0
"What if LeBron, Messi, Serena and Aaron Donald faced off in tug of war?",2020-07-23,"['lebron', 'messi', 'serena', 'aaron', 'donald', 'faced', 'tug', 'war']",0,0,0
"Ben Simmons hears the talk, but his process is not a public experiment",2020-07-23,"['ben', 'simmons', 'hears', 'talk', 'process', 'public', 'experiment']",0,0,0
"Bol double-doubles in debut, impresses Malone",2020-07-23,"['bol', 'doubledoubles', 'debut', 'impress', 'malone']",0,0,0
"Bucks' Bledsoe arrives in Orlando, will quarantine",2020-07-22,"['buck', 'bledsoe', 'arrives', 'orlando', 'quarantine']",0,0,0
Lillard: Federal response in Portland 'disturbing',2020-07-22,"['lillard', 'federal', 'response', 'portland', 'disturbing']",0,0,0
Baynes on coronavirus: 'Put on my butt for a week',2020-07-22,"['baynes', 'coronavirus', 'put', 'butt', 'week']",0,0,0
Suns' Rubio: Absence was due to positive test,2020-07-22,"['sun', 'rubio', 'absence', 'due', 'positive', 'test']",0,0,0
"Zion 'fully intends to rejoin' team, Pelicans say",2020-07-22,"['zion', 'fully', 'intends', 'rejoin', 'team', 'pelican', 'say']",0,0,0
"Caruso skips sister's wedding, stays with Lakers",2020-07-22,"['caruso', 'skip', 'sister', 'wedding', 'stay', 'lakers']",0,0,0
"Rockets' Westbrook returns to practice, 'thankful'",2020-07-22,"['rocket', 'westbrook', 'return', 'practice', 'thankful']",0,0,0
Answering the big questions about the Wolves' potential sale,2020-07-22,"['answering', 'big', 'question', 'wolf', 'potential', 'sale']",0,0,0
Sources: Wilf family emerges as top Wolves suitor,2020-07-22,"['source', 'wilf', 'family', 'emerges', 'top', 'wolf', 'suitor']",0,1,0
Giannis: No access to basketball hoop a ruse,2020-07-21,"['giannis', 'access', 'basketball', 'hoop', 'ruse']",0,0,0
Clippers' new arena closer after Inglewood vote,2020-07-21,"['clipper', 'new', 'arena', 'closer', 'inglewood', 'vote']",0,0,0
Sources: Clips' Beverley exits for personal issue,2020-07-21,"['source', 'clip', 'beverley', 'exit', 'personal', 'issue']",0,1,0
"Kings' Bagley III has sprained foot, out for year",2020-07-21,"['king', 'bagley', 'iii', 'sprained', 'foot', 'year']",0,0,0
Taylor exploring Wolves sale; KG interested,2020-07-21,"['taylor', 'exploring', 'wolf', 'sale', 'kg', 'interested']",0,0,0
76ers' Horford on lineup changes: 'We'll be fine',2020-07-21,"['76ers', 'horford', 'lineup', 'change', 'well', 'fine']",0,0,0
AD's bubble approach: Treat it as an away game,2020-07-21,"['ad', 'bubble', 'approach', 'treat', 'away', 'game']",0,0,0
Brogdon foundation launch keeps focus on reform,2020-07-21,"['brogdon', 'foundation', 'launch', 'keep', 'focus', 'reform']",0,0,0
Celtics' Walker (knee) to sit out first scrimmage,2020-07-21,"['celtic', 'walker', 'knee', 'sit', 'first', 'scrimmage']",0,0,0
Morris Bros. joining respective teams in bubble,2020-07-21,"['morris', 'bros', 'joining', 'respective', 'team', 'bubble']",0,0,0
Jazz honor Sloan's wins with '1223' jersey patch,2020-07-21,"['jazz', 'honor', 'sloans', 'win', '1223', 'jersey', 'patch']",0,0,0
New Grizzlies forward Winslow out for season,2020-07-21,"['new', 'grizzly', 'forward', 'winslow', 'season']",0,0,0
LeBron not bothered by early end to MVP race,2020-07-21,"['lebron', 'bothered', 'early', 'end', 'mvp', 'race']",0,0,0
Cuban: National anthem police out of control,2020-07-21,"['cuban', 'national', 'anthem', 'police', 'control']",0,0,0
Bucks reserve Pat Connaughton tests positive,2020-07-20,"['buck', 'reserve', 'pat', 'connaughton', 'test', 'positive']",0,0,0
Howard again questions need for masks in bubble,2020-07-20,"['howard', 'question', 'need', 'mask', 'bubble']",0,0,0
Pacers' McMillan expects to see Oladipo in lineup,2020-07-20,"['pacer', 'mcmillan', 'expects', 'see', 'oladipo', 'lineup']",0,0,0
ESPN study: Fan desire for sports has increased,2020-07-20,"['espn', 'study', 'fan', 'desire', 'sport', 'increased']",0,0,0
D'Antoni: Westbrook to join Rockets on Monday,2020-07-20,"['dantoni', 'westbrook', 'join', 'rocket', 'monday']",0,0,0
OKC's Adams predicts more techs with no fans,2020-07-20,"['okcs', 'adam', 'predicts', 'tech', 'fan']",0,0,0
"What you missed this weekend: Clemson QB's engagement, a celebrating Kingslayer and Lamar Jackson's wisdom teeth",2020-07-20,"['missed', 'weekend', 'clemson', 'qbs', 'engagement', 'celebrating', 'kingslayer', 'lamar', 'jackson', 'wisdom', 'teeth']",0,0,0
Malone lauds John Lewis; Nuggets to make PSAs,2020-07-19,"['malone', 'lauds', 'john', 'lewis', 'nugget', 'make', 'psa']",0,0,0
"Source: Harris, Craig to join Nuggets on Sunday",2020-07-19,"['source', 'harris', 'craig', 'join', 'nugget', 'sunday']",0,0,0
King of cards: LeBron rookie card goes for $1.8M,2020-07-19,"['king', 'card', 'lebron', 'rookie', 'card', 'go', '18m']",0,0,0
"Lakers' Vogel backs LeBron, AD for awards",2020-07-18,"['lakers', 'vogel', 'back', 'lebron', 'ad', 'award']",0,0,0
Lakers' Howard warned for not wearing mask,2020-07-18,"['lakers', 'howard', 'warned', 'wearing', 'mask']",0,0,0
Cuban to Dan Snyder: Accept your mistakes,2020-07-18,"['cuban', 'dan', 'snyder', 'accept', 'mistake']",0,0,0
Source: LA's Harrell leaves for family emergency,2020-07-18,"['source', 'la', 'harrell', 'leaf', 'family', 'emergency']",0,0,0
'Skinny Melo' slims down to play SF for Blazers,2020-07-18,"['skinny', 'melo', 'slims', 'play', 'sf', 'blazer']",0,0,0
Budenholzer: Giannis deserves consecutive MVPs,2020-07-17,"['budenholzer', 'giannis', 'deserves', 'consecutive', 'mvp']",0,0,0
Jazz's Wright-Foreman sorry for Cannon support,2020-07-17,"['jazz', 'wrightforeman', 'sorry', 'cannon', 'support']",0,0,0
Harden says mask was not a political statement,2020-07-17,"['harden', 'say', 'mask', 'political', 'statement']",0,0,0
'The Last Dance' reminds us that Michael Jordan was once a style icon,2020-07-17,"['last', 'dance', 'reminds', 'u', 'michael', 'jordan', 'style', 'icon']",0,0,0
Nuggets' Barton opts against message on jersey,2020-07-17,"['nugget', 'barton', 'opts', 'message', 'jersey']",0,0,0
What mental challenges does a month in a Florida bubble present?,2020-07-17,"['mental', 'challenge', 'month', 'florida', 'bubble', 'present']",0,0,0
"Bledsoe tests positive, not with Bucks in Orlando",2020-07-16,"['bledsoe', 'test', 'positive', 'buck', 'orlando']",0,0,0
Lakers' Rondo out 6-8 weeks after thumb surgery,2020-07-16,"['lakers', 'rondo', '68', 'week', 'thumb', 'surgery']",0,0,0
D'Antoni: Harden 'rusty for about 30 seconds',2020-07-16,"['dantoni', 'harden', 'rusty', '30', 'second']",0,0,0
Kemba frustrated but optimistic knee will be fine,2020-07-16,"['kemba', 'frustrated', 'optimistic', 'knee', 'fine']",0,0,0
Recovered Brogdon masks up for Pacers practice,2020-07-16,"['recovered', 'brogdon', 'mask', 'pacer', 'practice']",0,0,0
Everything you need to know about 'The Last Dance',2020-07-16,"['everything', 'need', 'know', 'last', 'dance']",0,0,0
Jazz's Mitchell seeks to be 'more willing' passer,2020-07-16,"['jazz', 'mitchell', 'seek', 'willing', 'passer']",0,0,0
"Report: PGA Tour, Curry closer to 2021 fall event",2020-07-16,"['report', 'pga', 'tour', 'curry', 'closer', '2021', 'fall', 'event']",0,0,0
What if Zion Williamson misses games?,2020-07-16,"['zion', 'williamson', 'miss', 'game']",0,0,0
D-Wade clarifies initial tweet supporting Cannon,2020-07-16,"['dwade', 'clarifies', 'initial', 'tweet', 'supporting', 'cannon']",0,0,0
Top prospect Kuminga picks G League over NCAA,2020-07-16,"['top', 'prospect', 'kuminga', 'pick', 'g', 'league', 'ncaa']",0,0,0
Nuggets' Grant focuses interview on Taylor death,2020-07-15,"['nugget', 'grant', 'focus', 'interview', 'taylor', 'death']",0,0,0
"Spurs' Lyles has appendectomy, done for season",2020-07-15,"['spur', 'lyles', 'appendectomy', 'done', 'season']",0,0,0
Crawford: Career looked over before Nets called,2020-07-15,"['crawford', 'career', 'looked', 'net', 'called']",0,0,0
Kings' Fox out at least week after spraining ankle,2020-07-15,"['king', 'fox', 'least', 'week', 'spraining', 'ankle']",0,0,0
"Love, Westbrook part of latest UCLA Hall class",2020-07-15,"['love', 'westbrook', 'part', 'latest', 'ucla', 'hall', 'class']",0,0,0
OIadipo's body 'feeling good' as he mulls return,2020-07-15,"['oiadipos', 'body', 'feeling', 'good', 'mull', 'return']",0,0,0
Pels' Holiday using pay to start social justice fund,2020-07-15,"['pel', 'holiday', 'using', 'pay', 'start', 'social', 'justice', 'fund']",0,0,0
Hield joins Kings practice; Barnes tests positive,2020-07-15,"['hield', 'join', 'king', 'practice', 'barnes', 'test', 'positive']",0,0,0
Magic's Ennis tested positive for COVID-19,2020-07-15,"['magic', 'ennis', 'tested', 'positive', 'covid19']",0,0,0
Heat's Butler wants no name on back of jersey,2020-07-15,"['heat', 'butler', 'want', 'name', 'back', 'jersey']",0,0,0
Rockets' Caboclo inadvertently breaks quarantine,2020-07-15,"['rocket', 'caboclo', 'inadvertently', 'break', 'quarantine']",0,0,0
"Harden, not on Rockets' flight, arrives in Orlando",2020-07-15,"['harden', 'rocket', 'flight', 'arrives', 'orlando']",0,0,0
Nuggets star Jokic clears quarantine in Orlando,2020-07-14,"['nugget', 'star', 'jokic', 'clear', 'quarantine', 'orlando']",0,0,0
Sources: Oladipo's remaining salary in dispute,2020-07-14,"['source', 'oladipos', 'remaining', 'salary', 'dispute']",0,1,0
76ers thrilled with Simmons at power forward,2020-07-14,"['76ers', 'thrilled', 'simmons', 'power', 'forward']",0,0,0
Sources: New Net Beasley leaves Orlando bubble,2020-07-14,"['source', 'new', 'net', 'beasley', 'leaf', 'orlando', 'bubble']",0,1,0
Shaq lends a hand to stranded Florida driver,2020-07-14,"['shaq', 'lends', 'hand', 'stranded', 'florida', 'driver']",0,0,0
Rep says he was conned by Zion friend impostor,2020-07-14,"['rep', 'say', 'conned', 'zion', 'friend', 'impostor']",0,0,0
Giannis won't complain about bubble conditions,2020-07-14,"['giannis', 'wont', 'complain', 'bubble', 'condition']",0,0,0
Kings' Holmes re-quarantined after leaving bubble,2020-07-13,"['king', 'holmes', 'requarantined', 'leaving', 'bubble']",0,0,0
Lakers' Vogel expects Rondo back for playoff run,2020-07-13,"['lakers', 'vogel', 'expects', 'rondo', 'back', 'playoff', 'run']",0,0,0
What Rondo's injury means for the Lakers' title chances,2020-07-13,"['rondo', 'injury', 'mean', 'lakers', 'title', 'chance']",0,0,0
Kawhi 'strong' but Doc says Clips will be smart,2020-07-13,"['kawhi', 'strong', 'doc', 'say', 'clip', 'smart']",0,0,0
Rockets' Westbrook positive for coronavirus,2020-07-13,"['rocket', 'westbrook', 'positive', 'coronavirus']",0,0,0
Lakers' Rondo breaks right thumb during practice,2020-07-13,"['lakers', 'rondo', 'break', 'right', 'thumb', 'practice']",0,0,0
"What you missed this weekend: Mahomes' pine cone, Burrow's street and chugging beers in the bubble",2020-07-13,"['missed', 'weekend', 'mahomes', 'pine', 'cone', 'burrow', 'street', 'chugging', 'beer', 'bubble']",0,0,0
Lakers' Davis chooses to keep name on jersey,2020-07-12,"['lakers', 'davis', 'chooses', 'keep', 'name', 'jersey']",0,0,0
76ers' Broekhoff not joining team in Orlando,2020-07-12,"['76ers', 'broekhoff', 'joining', 'team', 'orlando']",0,0,0
Korver to wear 'Black Lives Matter' on jersey,2020-07-12,"['korver', 'wear', 'black', 'life', 'matter', 'jersey']",0,0,0
"Nurkic, Collins returns give Blazers' hopes boost",2020-07-12,"['nurkic', 'collins', 'return', 'give', 'blazer', 'hope', 'boost']",0,0,0
LeBron to forgo social justice message on jersey,2020-07-11,"['lebron', 'forgo', 'social', 'justice', 'message', 'jersey']",0,0,0
Malone expects Jokic to join Nuggets 'very soon',2020-07-11,"['malone', 'expects', 'jokic', 'join', 'nugget', 'soon']",0,0,0
"Spurs' Pop, 71, says bubble is safest place to be",2020-07-11,"['spur', 'pop', '71', 'say', 'bubble', 'safest', 'place']",0,0,0
Kawhi in quarantine protocol after Orlando arrival,2020-07-11,"['kawhi', 'quarantine', 'protocol', 'orlando', 'arrival']",0,0,0
Kawhi expected to join Clippers on Friday night,2020-07-11,"['kawhi', 'expected', 'join', 'clipper', 'friday', 'night']",0,0,0
Duke hires Celtics' Lawson as women's coach,2020-07-11,"['duke', 'hire', 'celtic', 'lawson', 'woman', 'coach']",0,0,0
"Former home arena of Pistons, Shock torn down",2020-07-11,"['former', 'home', 'arena', 'piston', 'shock', 'torn']",0,0,0
"Source: Duke, Lawson talk women's hoops job",2020-07-11,"['source', 'duke', 'lawson', 'talk', 'woman', 'hoop', 'job']",0,0,0
Zion: Used quarantine to go 'back to square one',2020-07-10,"['zion', 'used', 'quarantine', 'go', 'back', 'square', 'one']",0,0,0
Roberson practices with Thunder after long layoff,2020-07-10,"['roberson', 'practice', 'thunder', 'long', 'layoff']",0,0,0
Nuggets' Malone hoping to have Jokic within days,2020-07-10,"['nugget', 'malone', 'hoping', 'jokic', 'within', 'day']",0,0,0
Court filing: Zion's stepfather took $400K benefit,2020-07-10,"['court', 'filing', 'zion', 'stepfather', 'took', '400k', 'benefit']",0,0,0
Beasley signs on to join Nets as substitute player,2020-07-09,"['beasley', 'sign', 'join', 'net', 'substitute', 'player']",0,0,0
"Sources: Russ, Harden not with Rockets on flight",2020-07-09,"['source', 'rus', 'harden', 'rocket', 'flight']",0,1,0
Jackson: Used 'wrong words' in DeSean defense,2020-07-09,"['jackson', 'used', 'wrong', 'word', 'desean', 'defense']",0,0,0
Sources: Short-handed Nets acquire vet Crawford,2020-07-09,"['source', 'shorthanded', 'net', 'acquire', 'vet', 'crawford']",0,1,0
Stephen Jackson: DeSean 'speaking the truth',2020-07-08,"['stephen', 'jackson', 'desean', 'speaking', 'truth']",0,0,0
Source: Kawhi delays Fla. trip for family matter,2020-07-08,"['source', 'kawhi', 'delay', 'fla', 'trip', 'family', 'matter']",0,0,0
"Pelicans' Gentry cleared for Orlando, sources say",2020-07-08,"['pelican', 'gentry', 'cleared', 'orlando', 'source', 'say']",0,1,0
"Spurs' Mills giving salary to BLM, other causes",2020-07-08,"['spur', 'mill', 'giving', 'salary', 'blm', 'cause']",0,0,0
Silver worries positive tests may pop 'bubble',2020-07-08,"['silver', 'worry', 'positive', 'test', 'may', 'pop', 'bubble']",0,0,0
Were LeBron's Heat a disappointment?,2020-07-08,"['lebrons', 'heat', 'disappointment']",0,0,0
Nuggets' Jokic tests negative but misses flight,2020-07-08,"['nugget', 'jokic', 'test', 'negative', 'miss', 'flight']",0,0,0
Sources: Nets' Prince out after virus diagnosis,2020-07-08,"['source', 'net', 'prince', 'virus', 'diagnosis']",0,1,0
"Converse continues rebrand, adds Shai Gilgeous-Alexander",2020-07-08,"['converse', 'continues', 'rebrand', 'add', 'shai', 'gilgeousalexander']",0,0,0
"UFC 251: From the White House to the Raptors, this was the road to Max Holloway Inc.",2020-07-08,"['ufc', '251', 'white', 'house', 'raptor', 'road', 'max', 'holloway', 'inc']",0,0,0
Unidentified Magic player tests positive for virus,2020-07-08,"['unidentified', 'magic', 'player', 'test', 'positive', 'virus']",0,0,0
Embiid: Sixers' offense should go through him,2020-07-07,"['embiid', 'sixer', 'offense', 'go']",0,0,0
Nuggets' Booth replaces Karnisovas as GM,2020-07-07,"['nugget', 'booth', 'replaces', 'karnisovas', 'gm']",0,0,0
"Thunder, CAA launching fellows program in Tulsa",2020-07-07,"['thunder', 'caa', 'launching', 'fellow', 'program', 'tulsa']",0,0,0
Tatum: Lot at stake for players in contract years,2020-07-07,"['tatum', 'lot', 'stake', 'player', 'contract', 'year']",0,0,0
Nets won't have Dinwiddie after positive tests,2020-07-07,"['net', 'wont', 'dinwiddie', 'positive', 'test']",0,0,0
"LeBron James, Zion Williamson, Serena, and the Yankees among those back in action",2020-07-07,"['lebron', 'james', 'zion', 'williamson', 'serena', 'yankee', 'among', 'back', 'action']",0,0,0
Kyrie TV program calls for action in Taylor's death,2020-07-07,"['kyrie', 'tv', 'program', 'call', 'action', 'taylor', 'death']",0,0,0
Heat's Leonard puts bubble into perspective,2020-07-07,"['heat', 'leonard', 'put', 'bubble', 'perspective']",0,0,0
"Howard to join Lakers, donate $700K from restart",2020-07-07,"['howard', 'join', 'lakers', 'donate', '700k', 'restart']",0,0,0
JR Smith was 'very depressed' when out of game,2020-07-06,"['jr', 'smith', 'depressed', 'game']",0,0,0
Celtics' Brown playing to speak about issues,2020-07-06,"['celtic', 'brown', 'playing', 'speak', 'issue']",0,0,0
"Beal, still undecided on playing, to travel with Wiz",2020-07-06,"['beal', 'still', 'undecided', 'playing', 'travel', 'wiz']",0,0,0
"Bucks, Kings latest to shut facilities, sources say",2020-07-06,"['buck', 'king', 'latest', 'shut', 'facility', 'source', 'say']",0,1,0
"What you missed this weekend: Big Ben's puppies, hot dogs and new haircuts",2020-07-05,"['missed', 'weekend', 'big', 'ben', 'puppy', 'hot', 'dog', 'new', 'haircut']",0,0,0
Nets' Temple: 'Nervous anxiousness' about bubble,2020-07-05,"['net', 'temple', 'nervous', 'anxiousness', 'bubble']",0,0,0
Source: Lakers assistant Hollins to stay behind,2020-07-04,"['source', 'lakers', 'assistant', 'hollins', 'stay', 'behind']",0,0,0
Pels' Bzdelik won't join team; no word on Gentry,2020-07-03,"['pel', 'bzdelik', 'wont', 'join', 'team', 'word', 'gentry']",0,0,0
Gobert addresses COVID-19 backlash: 'Not easy',2020-07-03,"['gobert', 'address', 'covid19', 'backlash', 'easy']",0,0,0
Source: Heat close facility after 2nd positive test,2020-07-03,"['source', 'heat', 'close', 'facility', '2nd', 'positive', 'test']",0,0,0
Pelicans' Redick never wavered about restart,2020-07-03,"['pelican', 'redick', 'never', 'wavered', 'restart']",0,0,0
C's Hayward will leave bubble for birth of child,2020-07-03,"['c', 'hayward', 'leave', 'bubble', 'birth', 'child']",0,0,0
Inside Deandre Ayton's leap and what it means for future bigs,2020-07-03,"['inside', 'deandre', 'aytons', 'leap', 'mean', 'future', 'bigs']",0,0,0
Sources: Clippers shut facilities after positive test,2020-07-02,"['source', 'clipper', 'shut', 'facility', 'positive', 'test']",0,1,0
Davis: Lakers' title chances higher after long rest,2020-07-02,"['davis', 'lakers', 'title', 'chance', 'higher', 'long', 'rest']",0,0,0
Ayton: Suns welcome doubters in playoff chase,2020-07-02,"['ayton', 'sun', 'welcome', 'doubter', 'playoff', 'chase']",0,0,0
Jazz's Mitchell says rapport with Gobert improved,2020-07-02,"['jazz', 'mitchell', 'say', 'rapport', 'gobert', 'improved']",0,0,0
Simmons feeling better than when season started,2020-07-02,"['simmons', 'feeling', 'better', 'season', 'started']",0,0,0
Zion worked to stay in shape during quarantine,2020-07-02,"['zion', 'worked', 'stay', 'shape', 'quarantine']",0,0,0
Sources: Kings' Kokoskov to coach Fenerbahce,2020-07-02,"['source', 'king', 'kokoskov', 'coach', 'fenerbahce']",0,1,0
Bulked-up Griz rookie Morant ready after hiatus,2020-07-02,"['bulkedup', 'griz', 'rookie', 'morant', 'ready', 'hiatus']",0,0,0
"DeRozan: Bubble rules 'frustrating, overwhelming'",2020-07-02,"['derozan', 'bubble', 'rule', 'frustrating', 'overwhelming']",0,0,0
Giannis: Pandemic makes title win even harder,2020-07-02,"['giannis', 'pandemic', 'make', 'title', 'win', 'even', 'harder']",0,0,0
"Lakers won't replace Howard, 'hopeful' he'll play",2020-07-01,"['lakers', 'wont', 'replace', 'howard', 'hopeful', 'hell', 'play']",0,0,0
Pistons turning training facility into voting center,2020-07-01,"['piston', 'turning', 'training', 'facility', 'voting', 'center']",0,0,0
Sources: Rockets' Sefolosha opts out of restart,2020-07-01,"['source', 'rocket', 'sefolosha', 'opts', 'restart']",0,1,0
